Game_Name;game_released;game_rating(max5);game_plattaform;game_genre;game_stores;game_tags_name;game_rating(max10);game_top
No Time To Explain Remastered;17/07/2015;278;LINUX;PUZZLE;['Steam'];['2D', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Comedy', 'Difficult', 'Funny', 'Gore', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Remake', 'Singleplayer', 'Split Screen', 'Time Travel', 'steam-trading-cards'];5,56;false
OKAMI HD / å¤§ç¥ž çµ¶æ™¯ç‰ˆ;12/12/2017;417;LINUX;MASSIVELY_MULTIPLAYER;['PlayStation Store', 'Nintendo Store', 'Xbox Store', 'Steam'];['Singleplayer'];8,34;true
DuckTales: Remastered;13/08/2013;378;WII_U;BOARD_GAMES;['App Store', 'Google Play', 'Nintendo Store', 'Steam', 'PlayStation Store'];['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Cartoon', 'Classic', 'Difficult', 'Exploration', 'Family Friendly', 'Great Soundtrack', 'Horror', 'Remake', 'Retro', 'Short', 'Singleplayer', 'steam-trading-cards'];7,56;false
Absolver;28/08/2017;284;PLAYSTATION;RACING;['Xbox Store', 'PlayStation Store', 'GOG', 'Steam'];['Full controller support', 'Action RPG', 'Steam Achievements', 'Character Customization', 'Co-op', 'Difficult', 'Martial Arts', 'MMORPG', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvE', 'PvP', 'RPG', 'Singleplayer', 'Swordplay', 'Online multiplayer', 'cooperative'];5,68;false
Alice: Madness Returns;14/06/2011;398;NINTENDO_DS;SPORTS;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['3D Vision', 'Action-Adventure', 'Atmospheric', 'Based On A Novel', 'Dark', 'Fantasy', 'Female Protagonist', 'Gore', 'Gothic', 'Hack and Slash', 'Horror', 'Psychological', 'Singleplayer', 'Steampunk', 'Story Rich', 'Surreal', 'Third Person'];7,96;false
Unravel;09/02/2016;398;GAME_BOY;FAMILY;['Xbox 360 Store', 'Xbox Store', 'PlayStation Store'];['children', 'flower', 'island', 'cat', 'small-size', 'wolly'];7,96;false
LEGO Star Wars - The Complete Saga;06/11/2007;404;GAME_GEAR;RPG;['GOG', 'Nintendo Store', 'App Store', 'Steam', 'Google Play', 'Xbox 360 Store', 'Xbox Store'];['Full controller support', 'Steam Cloud', 'Classic', 'Comedy', 'Controller', 'Co-op', 'Family Friendly', 'Funny', 'Great Soundtrack', 'LEGO', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Open World', 'Sci-fi', 'Singleplayer', 'Space', 'Split Screen', 'Star Wars', 'cooperative'];8,08;true
Unreal Tournament 3 Black;11/12/2007;373;GAME_BOY_ADVANCE;SHOOTER;['PlayStation Store', 'Xbox 360 Store', 'Steam'];['Arena Shooter', 'Steam Achievements', 'Atmospheric', 'Classic', 'Competitive', 'Co-op', 'Fast-Paced', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Split Screen', 'Team-Based', 'cooperative'];7,46;false
OlliOlli2: Welcome to Olliwood;03/03/2015;332;PC;EDUCATIONAL;['Xbox Store', 'PlayStation Store', 'GOG', 'Steam', 'Google Play'];['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Leaderboards', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Split Screen', 'skateboarding', 'Skating'];6,64;false
Street Fighter V;15/02/2016;37;GAME_BOY_ADVANCE;ACTION;['Steam', 'PlayStation Store'];"['Cross-Platform Multiplayer', '2.5D', '2D', '2D Fighter', 'Full controller support', 'Anime', 'Steam Achievements', ""Beat 'em up"", 'Classic', 'Competitive', 'Controller', 'e-sports', 'Female Protagonist', 'Great Soundtrack', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Nudity', 'Singleplayer', 'steam-trading-cards']";0,74;false
Gears of War 3;20/09/2011;421;WII_U;SPORTS;['Xbox 360 Store'];['exclusive'];8,42;true
Rome: Total War - Collection;28/08/2007;389;APPLE_II;PLATFORMER;['Steam'];['4X', 'Atmospheric', 'Classic', 'Grand Strategy', 'Great Soundtrack', 'Historical', 'Medieval', 'Moddable', 'Multiplayer', 'Real Time Tactics', 'Rome', 'RTS', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'War', 'steam-trading-cards'];7,78;false
Dishonored: Death of the Outsider;14/09/2017;404;SNES;SIMULATION;['GOG', 'PlayStation Store', 'Xbox Store', 'Steam'];['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark', 'Female Protagonist', 'First-Person', 'Gore', 'Magic', 'Open World', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Violent', 'Immersive Sim'];8,08;true
Reus;15/05/2013;317;DREAMCAST;ACTION;['PlayStation Store', 'Steam', 'GOG', 'Xbox Store'];['2D', 'Steam Achievements', 'Family Friendly', 'Fantasy', 'God Game', 'Great Soundtrack', 'Relaxing', 'Replay Value', 'Resource Management', 'Sandbox', 'Singleplayer', 'nature', 'steam-trading-cards'];6,34;false
Gears of War 4;11/10/2016;392;PLAYSTATION_3;PUZZLE;['Xbox Store'];['Aliens', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Violent', 'cover', 'chainsaw', 'exclusive', 'w10 exclusive'];7,84;false
Tomb Raider II;31/10/1997;383;XBOX;ACTION;['App Store', 'PlayStation Store', 'Google Play', 'Steam'];"[""1990's"", '3D Platformer', 'Action-Adventure', 'Atmospheric', 'Classic', 'Female Protagonist', 'Lara Croft', 'Singleplayer', 'Third Person', 'Third-Person Shooter']";7,66;false
Fable Anniversary;04/02/2014;416;XBOX_360;RPG;['Xbox 360 Store', 'Steam'];['Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Character Customization', 'Choices Matter', 'Classic', 'Comedy', 'Fantasy', 'Funny', 'Great Soundtrack', 'Magic', 'Medieval', 'Open World', 'Remake', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'steam-trading-cards'];8,32;true
Prince of Persia: The Sands of Time;28/10/2003;423;PC;CASUAL;['Xbox 360 Store', 'PlayStation Store', 'Steam', 'GOG'];['Atmospheric', 'Classic', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Parkour', 'Puzzle-Platformer', 'Singleplayer', 'Story Rich', 'Third Person', 'Time Manipulation', 'Time Travel', 'controller support'];8,46;true
inFAMOUS 2;07/06/2011;412;PLAYSTATION_4;ACTION;['PlayStation Store'];['exclusive', 'true exclusive'];8,24;true
Q.U.B.E: Director's Cut;21/05/2014;316;NINTENDO_DS;CREPPY;['Xbox Store', 'Google Play', 'Nintendo Store', 'GOG', 'Steam', 'PlayStation Store'];['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Classic', 'First-Person', 'Physics', 'Science', 'Sci-fi', 'Singleplayer', 'Soundtrack', 'Space', 'VR', '3D', 'puzzles', 'stats'];6,32;false
FIFA 15;20/09/2014;329;PC;PLATFORMER;['Xbox 360 Store', 'Nintendo Store', 'PlayStation Store', 'Xbox Store'];['Football', 'Multiplayer', 'Soccer', 'Story', 'online', 'ball', 'match', 'reality-based'];6,58;false
Crash Bandicoot 3: Warped;31/10/1998;428;MACOS;FAMILY;['PlayStation Store'];['Singleplayer', 'exclusive'];8,56;true
Out There Somewhere;14/03/2016;26;CLASSIC_MACINTOSH;ADVENTURE;['Steam'];"['2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Difficult', 'Great Soundtrack', 'Metroidvania', 'Pixel Graphics', 'Puzzle-Platformer', 'Retro', 'RPG', 'Sci-fi', ""Shoot 'Em Up"", 'Short', 'Singleplayer', 'Space', 'steam-trading-cards', 'stats']";0,52;false
Shadowrun: Hong Kong - Extended Edition;20/08/2015;386;PLAYSTATION_4;ACTION;['Steam'];['Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'CRPG', 'Cyberpunk', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Isometric', 'Kickstarter', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Tactical', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Tactics'];7,72;false
Flower;12/02/2009;401;PC;MASSIVELY_MULTIPLAYER;['PlayStation Store', 'Epic Games', 'GOG', 'Steam', 'App Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Exploration', 'Flight', 'Singleplayer', 'nature'];8,02;true
TEKKEN 7;18/03/2015;408;APPLE_II;SHOOTER;['Xbox Store', 'Steam', 'PlayStation Store'];"['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', ""Beat 'em up"", 'Character Customization', 'Competitive', 'Controller', 'Co-op', 'Difficult', 'e-sports', 'Great Soundtrack', 'Heist', 'Local Multiplayer', 'Multiplayer', 'Nudity', 'Singleplayer', 'Split Screen', 'Story Rich', 'Third Person', 'Online multiplayer', 'steam-trading-cards']";8,16;true
Downwell;14/10/2015;39;ANDROID;PLATFORMER;['App Store', 'Nintendo Store', 'Google Play', 'GOG', 'Steam', 'PlayStation Store'];"['2D', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Difficult', 'Fast-Paced', 'GameMaker', 'Great Soundtrack', 'Pixel Graphics', 'Procedural Generation', 'Retro', ""Shoot 'Em Up"", 'Singleplayer', 'controller support', 'overlay', 'Roguelite', 'Roguelike']";0,78;false
Warhammer 40,000: Dawn of War II Chaos Rising;11/03/2010;394;PC;SHOOTER;['Steam'];['Steam Cloud', 'Co-op', 'Games Workshop', 'Gore', 'Multiplayer', 'Real-Time', 'RPG', 'RTS', 'Sci-fi', 'Singleplayer', 'Tactical', 'Warhammer 40K', 'cooperative'];7,88;false
Lovers in a Dangerous Spacetime;08/09/2015;354;SEGA_MASTER_SYSTEM;ARCADE;['Nintendo Store', 'GOG', 'Steam', 'Xbox Store', 'PlayStation Store'];"['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Cloud', 'Colorful', 'Co-op', 'Cute', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Sci-fi', ""Shoot 'Em Up"", 'Singleplayer', 'Space', 'Split Screen', 'controller support', 'cooperative', 'party', 'steam-trading-cards']";7,08;false
Conan Exiles;30/01/2017;268;XBOX;ARCADE;['PlayStation Store', 'Xbox Store', 'Steam'];['Building', 'Co-op', 'Crafting', 'Early Access', 'Exploration', 'Fantasy', 'Gore', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'PvP', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'Violent', 'Online multiplayer', 'cooperative'];5,36;false
DOOM II;30/09/1994;438;WII;FIGHTING;['App Store', 'GOG', 'Xbox 360 Store', 'Steam'];"[""1990's"", '2.5D', 'Steam Cloud', 'Classic', 'Demons', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Retro', 'Sci-fi', 'Singleplayer', 'Violent', 'Zombies', 'deathmatch', 'cooperative']";8,76;true
Shadow Tactics: Blades of the Shogun;05/12/2016;421;SNES;FAMILY;['Epic Games', 'PlayStation Store', 'Xbox Store', 'GOG', 'Steam'];['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Historical', 'Isometric', 'Ninja', 'Nudity', 'Open World', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Stealth', 'Survival', 'Tactical', 'Third Person', 'Violent', 'achievements', 'controller support', 'overlay', 'steam-trading-cards'];8,42;true
Stacking;07/02/2011;337;ANDROID;SHOOTER;['Xbox 360 Store', 'Steam', 'GOG', 'PlayStation Store'];['Partial Controller Support', 'Atmospheric', 'Comedy', 'Cute', 'Exploration', 'Family Friendly', 'Funny', 'Short', 'Singleplayer', 'Steampunk', 'Third Person', 'controller support'];6,74;false
Pyre;25/07/2017;422;GAME_BOY_ADVANCE;PLATFORMER;['GOG', 'Steam', 'PlayStation Store'];['Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Fantasy', 'Great Soundtrack', 'Hand-drawn', 'Local Multiplayer', 'Multiplayer', 'Party-Based RPG', 'RPG', 'Singleplayer', 'Story Rich', 'Visual Novel', 'steam-trading-cards'];8,44;true
DOOM Eternal;20/03/2020;431;GAME_BOY_COLOR;BOARD_GAMES;['Xbox Store', 'PlayStation Store', 'Steam'];['Partial Controller Support', 'Atmospheric', 'Blood', 'Co-op', 'Demons', 'Fast-Paced', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Violent', 'Online multiplayer'];8,62;true
NBA 2K16;25/09/2015;292;SEGA_CD;RPG;['Steam', 'Xbox Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Basketball', 'Controller', 'Co-op', 'Free to Play', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Realistic', 'RPG', 'Singleplayer', 'Split Screen', 'cooperative'];5,84;false
Tricky Towers;20/06/2016;357;GAME_BOY;ACTION;['PlayStation Store', 'App Store', 'Nintendo Store', 'Xbox Store', 'Steam'];['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Leaderboards', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Singleplayer', 'Split Screen', 'Online multiplayer', 'cooperative', 'party', 'steam-trading-cards'];7,14;false
Ring of Elysium;19/09/2018;312;WEB;PUZZLE;['Steam'];['Survival', 'cooperative', 'mmo'];6,24;false
Crayon Physics Deluxe;07/01/2009;337;JAGUAR;FIGHTING;['Steam'];['2D', 'Cute', 'Family Friendly', 'Physics', 'Singleplayer', 'Touch-Friendly'];6,74;false
King's Bounty: The Legend;24/04/2008;409;SEGA_SATURN;RPG;['Steam', 'GOG'];['Steam Cloud', 'Atmospheric', 'Classic', 'Fantasy', 'Great Soundtrack', 'Hex Grid', 'Open World', 'RPG', 'Singleplayer', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Strategy', 'role-playing'];8,18;true
Jamestown: Legend of the Lost Colony;08/06/2011;329;XBOX;INDIE;['Steam', 'PlayStation Store'];"['2D', 'Full controller support', '4 Player Local', 'Alternate History', 'Steam Achievements', 'Steam Leaderboards', 'Bullet Hell', 'Controller', 'Co-op', 'Cult Classic', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Mars', 'Pixel Graphics', 'Retro', 'Sci-fi', ""Shoot 'Em Up"", 'Singleplayer', 'Split Screen', 'Steampunk', 'Top-Down Shooter', 'cooperative', 'stats']";6,58;false
Serious Sam Classics: Revolution;30/04/2014;35;DREAMCAST;RPG;['Steam'];['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Classic', 'Comedy', 'Co-op', 'Difficult', 'Early Access', 'First-Person', 'FPS', 'Gore', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Split Screen', 'cooperative', 'stats', 'exclusive', 'true exclusive'];0,7;false
Crash Bandicoot 2: Cortex Strikes Back;01/11/1997;429;GAME_BOY_ADVANCE;FIGHTING;['PlayStation Store'];['Singleplayer', 'exclusive'];8,58;true
SPORE;04/09/2008;397;PLAYSTATION_3;MASSIVELY_MULTIPLAYER;['Steam'];['Aliens', 'Comedy', 'Exploration', 'Family Friendly', 'Funny', 'God Game', 'Multiplayer', 'Open World', 'RPG', 'RTS', 'Sandbox', 'Science', 'Sci-fi', 'Singleplayer', 'Space'];7,94;false
Tom Clancyâ€™s Splinter Cell Blacklist;20/08/2013;403;XBOX_360;SHOOTER;['Steam'];['cooperative'];8,06;true
Gris;13/12/2018;426;WII_U;FIGHTING;['PlayStation Store', 'App Store', 'GOG', 'Nintendo Store', 'Steam'];['2D', 'Full controller support', 'Atmospheric', 'Cute', 'Drama', 'Female Protagonist', 'Relaxing', 'Singleplayer', 'relaxation'];8,52;true
Sacred 2 Gold;08/11/2009;327;WEB;ARCADE;['Steam', 'GOG'];['Action RPG', 'Atmospheric', 'Character Customization', 'Co-op', 'Fantasy', 'Female Protagonist', 'Hack and Slash', 'Isometric', 'Loot', 'Multiplayer', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'cooperative', 'role-playing'];6,54;false
Tiny and Big: Grandpa's Leftovers;18/06/2012;30;PC;SPORTS;['itch.io', 'Steam', 'GOG'];['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Comedy', 'Funny', 'Great Soundtrack', 'Physics', 'Short', 'Singleplayer', 'Third Person', 'comic', 'radio', 'tiny', 'big', 'hook', 'illustrative', 'jump-and-change', 'laser', 'pants', 'underpants', 'steam-trading-cards', 'stats'];0,6;false
Battlefield Hardline;17/03/2015;319;MACOS;ADVENTURE;['Xbox 360 Store', 'Xbox Store', 'PlayStation Store'];['Blood', 'Crime', 'Heist', 'Multiplayer', 'Story', 'police'];6,38;false
Space Engineers;23/10/2013;353;NINTENDO_64;SHOOTER;['Xbox Store', 'Steam'];['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Steam Workshop', 'Building', 'Co-op', 'Crafting', 'Destruction', 'Early Access', 'Futuristic', 'Multiplayer', 'Open World', 'Physics', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Survival', 'cooperative'];7,06;false
Worms Battlegrounds;30/05/2014;319;PC;CASUAL;['PlayStation Store', 'Xbox Store'];['Destruction', 'Multiplayer', 'Physics', 'online', 'Traps', 'friends', 'death', 'worms', 'side-view'];6,38;false
Into the Breach;26/02/2018;431;XBOX;CASUAL;['Epic Games', 'GOG', 'Nintendo Store', 'Steam'];['Board Game', 'Isometric', 'Mechs', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Turn-Based Strategy', 'role-playing', 'Roguelike'];8,62;true
Lucius;25/10/2012;289;WII;ARCADE;['Steam', 'GOG'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Difficult', 'Funny', 'Gore', 'Horror', 'Mature', 'Nudity', 'Open World', 'Point & Click', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Villain Protagonist', 'steam-trading-cards'];5,78;false
Sid Meier's Civilization IV: Colonization;22/09/2008;366;PLAYSTATION_4;SPORTS;['App Store', 'Steam'];['4X', 'Historical', 'Moddable', 'Multiplayer', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy'];7,32;false
Worms Armageddon;29/01/1999;428;SEGA_CD;PUZZLE;['GOG', 'Steam'];"[""1990's"", '2D', 'Classic', 'Comedy', 'Co-op', 'Funny', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Singleplayer', 'Split Screen', 'Turn-Based', 'Turn-Based Strategy', 'cooperative']";8,56;true
Civilization IV: Beyond the Sword;24/06/2007;38;PLAYSTATION_4;CASUAL;['Steam'];['4X', 'Education', 'Grand Strategy', 'Historical', 'Moddable', 'Multiplayer', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy'];0,76;false
Thief 3: Deadly Shadows;24/05/2004;372;PC;PLATFORMER;['Steam', 'GOG'];['Atmospheric', 'Classic', 'Dark', 'Dark Fantasy', 'Fantasy', 'First-Person', 'Horror', 'Medieval', 'Open World', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Third Person', 'Immersive Sim'];7,44;false
Crazy Taxi (1999);01/01/1999;381;XBOX_360;FIGHTING;['App Store', 'PlayStation Store', 'Google Play', 'Xbox 360 Store', 'Steam'];['Partial Controller Support', 'Classic', 'Driving', 'Great Soundtrack', 'Open World', 'Singleplayer'];7,62;false
Kathy Rain;05/05/2016;275;NINTENDO_DS;FIGHTING;['App Store', 'Google Play', 'GOG', 'Steam'];['2D', 'Steam Achievements', 'Atmospheric', 'Detective', 'Female Protagonist', 'Mystery', 'Narration', 'Pixel Graphics', 'Point & Click', 'Retro', 'Singleplayer', 'Story Rich', 'Supernatural', 'achievements', 'steam-trading-cards'];5,5;false
Tyranny;10/11/2016;412;WII_U;FAMILY;['Steam'];['Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Choices Matter', 'CRPG', 'Dark Fantasy', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Hack and Slash', 'Isometric', 'Nudity', 'Open World', 'Real-Time with Pause', 'RPG', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Villain Protagonist', 'steam-trading-cards'];8,24;true
Crash Bandicoot N. Sane Trilogy;30/06/2017;413;ANDROID;INDIE;['Steam', 'Xbox Store', 'Nintendo Store', 'PlayStation Store'];"[""1990's"", '3D Platformer', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Cartoony', 'Classic', 'Colorful', 'Comedy', 'Controller', 'Difficult', 'Family Friendly', 'Female Protagonist', 'Funny', 'Great Soundtrack', 'Horror', 'Remake', 'Retro', 'Singleplayer', 'Souls-like', 'steam-trading-cards']";8,26;true
Wasteland;01/01/1988;284;PC;PLATFORMER;['App Store', 'GOG', 'Steam'];['1980s', '2D', 'Steam Cloud', 'Classic', 'CRPG', 'Pixel Graphics', 'Post-apocalyptic', 'Retro', 'RPG', 'Sci-fi', 'Singleplayer', 'Turn-Based', 'role-playing'];5,68;false
The Secret of Monkey Island: Special Edition;15/07/2009;427;PLAYSTATION_4;FIGHTING;['App Store', 'Xbox 360 Store', 'Steam'];"[""1990's"", '2D', 'Full controller support', 'Steam Cloud', 'Classic', 'Comedy', 'Funny', 'Great Soundtrack', 'Pirates', 'Pixel Graphics', 'Point & Click', 'Remake', 'Retro', 'Singleplayer', 'Story Rich', 'Third Person']";8,54;true
Need for Speed: Most Wanted - A Criterion Game;30/10/2012;337;MACOS;SIMULATION;['App Store', 'Google Play', 'Nintendo Store', 'PlayStation Store', 'Xbox 360 Store'];['escape', 'race', 'car', 'beach', 'cars', 'city', 'police', 'speed'];6,74;false
Beyond Divinity;26/04/2004;331;SNES;ARCADE;['Steam', 'GOG'];['Action RPG', 'Atmospheric', 'Classic', 'Fantasy', 'Hack and Slash', 'Isometric', 'RPG', 'Singleplayer', 'role-playing'];6,62;false
METAL SLUG 3;22/03/2000;392;MACOS;MASSIVELY_MULTIPLAYER;['PlayStation Store', 'Google Play', 'App Store', 'Xbox 360 Store', 'GOG', 'Nintendo Store', 'Steam'];"['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Classic', 'Comedy', 'Co-op', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Retro', ""Shoot 'Em Up"", 'Side Scroller', 'Singleplayer', 'achievements', 'controller support', 'overlay', 'cloud saves', 'leaderboards', 'cooperative', 'steam-trading-cards']";7,84;false
Deus Ex: The Fall;10/07/2013;263;NINTENDO_DS;PUZZLE;['App Store', 'Google Play', 'Steam'];['Full controller support', 'Steam Achievements', 'Atmospheric', 'Cyberpunk', 'Dystopian', 'Episodic', 'First-Person', 'FPS', 'RPG', 'Sci-fi', 'Short', 'Singleplayer', 'Stealth', 'Transhumanism', 'steam-trading-cards'];5,26;false
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien;25/02/2013;349;NINTENDO_DS;PLATFORMER;['Nintendo Store', 'GOG', 'Steam', 'PlayStation Store'];['2.5D', '2D', 'Full controller support', 'Steam Cloud', 'Colorful', 'Comedy', 'Controller', 'Difficult', 'Great Soundtrack', 'Music', 'Rhythm', 'Runner', 'Score Attack', 'Side Scroller', 'Singleplayer', 'controller support', 'steam-trading-cards'];6,98;false
Civilization IV: Warlords;26/07/2006;381;XBOX_360;PLATFORMER;['Steam'];['4X', 'Historical', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy'];7,62;false
Tom Clancyâ€™s The Division 2;15/03/2019;386;NINTENDO_3DS;ACTION;['Epic Games', 'Xbox Store'];['Action-Adventure', 'Partial Controller Support', 'Co-op', 'MMORPG', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Third-Person Shooter'];7,72;false
Mini Ninjas;08/09/2009;342;LINUX;BOARD_GAMES;['App Store', 'Xbox 360 Store', 'Nintendo Store', 'Steam', 'PlayStation Store'];['3D Platformer', 'Controller', 'Cute', 'Family Friendly', 'Funny', 'Multiplayer', 'Ninja', 'Open World', 'Singleplayer', 'Stealth', 'Third Person'];6,84;false
Gun Monkeys;28/06/2013;199;MACOS;MASSIVELY_MULTIPLAYER;['Steam'];['Cross-Platform Multiplayer', 'Local Multiplayer', 'Multiplayer', 'steam-trading-cards'];3,98;false
Commandos 2: Men of Courage;20/09/2001;417;COMMODORE_AMIGA;SHOOTER;['Steam'];['Classic', 'Co-op', 'Difficult', 'Isometric', 'Military', 'Multiplayer', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Stealth', 'Tactical', 'World War II', 'cooperative'];8,34;true
The Last Remnant;01/01/2008;338;WII_U;CASUAL;['Xbox 360 Store', 'Steam'];['Partial Controller Support', 'Controller', 'Difficult', 'Fantasy', 'Great Soundtrack', 'JRPG', 'Open World', 'RPG', 'Singleplayer', 'Story Rich', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics'];6,76;false
Teslagrad;12/12/2013;335;XBOX_ONE;STRATEGY;['Google Play', 'App Store', 'Nintendo Store', 'GOG', 'Steam', 'PlayStation Store', 'Xbox Store'];['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Exploration', 'Hand-drawn', 'Metroidvania', 'Physics', 'Puzzle-Platformer', 'Singleplayer', 'Steampunk', 'controller support', 'puzzles', 'steam-trading-cards'];6,7;false
Empire: Total War;03/03/2009;378;PS_VITA;SIMULATION;['Steam'];['America', 'Steam Achievements', 'Atmospheric', 'Classic', 'Grand Strategy', 'Great Soundtrack', 'Historical', 'Military', 'Multiplayer', 'Naval', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'War', 'steam-trading-cards', 'stats'];7,56;false
Rebel Galaxy;19/10/2015;302;PLAYSTATION_3;RPG;['PlayStation Store', 'Epic Games', 'GOG', 'Steam', 'Xbox Store'];['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'Great Soundtrack', 'Open World', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'Third Person', 'Trading', 'achievements', 'overlay'];6,04;false
Chaos on Deponia;12/10/2012;418;DREAMCAST;SPORTS;['App Store', 'PlayStation Store', 'Xbox Store', 'GOG', 'Steam'];['2D', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Dark Humor', 'Dystopian', 'Funny', 'Hand-drawn', 'Point & Click', 'Sci-fi', 'Singleplayer', 'achievements', 'steam-trading-cards'];8,36;true
Swords and Soldiers HD;02/12/2010;271;NINTENDO_DS;SHOOTER;['Steam'];['2D', 'Steam Achievements', 'Steam Leaderboards', 'Valve Anti-Cheat enabled', 'Cartoony', 'Multiplayer', 'Side Scroller', 'Singleplayer', 'Tower Defense'];5,42;false
